id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:7000ki9d,"M 5.1 - 144 km WNW of Tobelo, Indonesia",2023-07-25T15:52:26.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki9d,,2023-07-25 15:35:05 UTC,2023-07-25 15:35:05 UTC,2.258°N 126.822°E,54.24 km (33.71 mi),54.24,33.71,2.2578 126.8221,-54244,Past Hour,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000ki98,"M 3.8 - 88 km SE of King Cove, Alaska",2023-07-25T15:56:28.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki98,,2023-07-25 15:31:32 UTC,2023-07-25 15:31:32 UTC,54.604°N 161.193°W,41.13 km (25.55 mi),41.13,25.55,54.6043 -161.1932,-41126,Past Hour,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki7m,"M 4.7 - 115 km NW of Batang, Indonesia",2023-07-25T14:20:57.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki7m,,2023-07-25 13:56:24 UTC,2023-07-25 13:56:24 UTC,5.640°S 110.097°E,553.11 km (343.68 mi),553.11,343.68,-5.6402 110.097,-553106,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000ki7j,M 4.9 - east of the Kuril Islands,2023-07-25T14:13:58.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki7j,,2023-07-25 13:51:43 UTC,2023-07-25 13:51:43 UTC,47.898°N 155.343°E,10.00 km (6.21 mi),10.00,6.21,47.8977 155.3432,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ci:39621490,"M 2.9 - 75km E of Maneadero, B.C., MX",2023-07-25T13:39:32.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ci39621490,,2023-07-25 13:06:19 UTC,2023-07-25 13:06:19 UTC,31.742°N 115.770°W,14.93 km (9.28 mi),14.93,9.28,31.742 -115.7701667,-14930,Past Day,Magnitude 2,Weak,None,ci,ci
urn:earthquake-usgs-gov:us:7000ki6w,"M 4.7 - 6 km NW of Colbún, Chile",2023-07-25T11:29:59.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki6w,,2023-07-25 11:13:04 UTC,2023-07-25 11:13:04 UTC,35.644°S 71.451°W,93.78 km (58.27 mi),93.78,58.27,-35.6438 -71.4505,-93778,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000ki6k,"M 5.6 - Alamagan region, Northern Mariana Islands",2023-07-25T14:45:24.605Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki6k,5,2023-07-25 10:35:18 UTC,2023-07-25 10:35:18 UTC,17.146°N 145.503°E,373.26 km (231.93 mi),373.26,231.93,17.1456 145.503,-373258,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000ki6l,M 4.2 - southern Iran,2023-07-25T12:19:40.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki6l,,2023-07-25 10:23:35 UTC,2023-07-25 10:23:35 UTC,27.145°N 53.452°E,10.00 km (6.21 mi),10.00,6.21,27.1449 53.4523,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:nn:00863228,"M 2.5 - 42 km E of Austin, Nevada",2023-07-25T10:15:34.422Z,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863228,,2023-07-25 10:11:55 UTC,2023-07-25 10:11:55 UTC,39.515°N 116.579°W,10.60 km (6.59 mi),10.60,6.59,39.5151 -116.5788,-10600,Past Day,Magnitude 2,Weak,None,nn,nn
urn:earthquake-usgs-gov:us:7000ki62,"M 4.4 - Kepulauan Babar, Indonesia",2023-07-25T08:36:11.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki62,,2023-07-25 07:45:27 UTC,2023-07-25 07:45:27 UTC,7.228°S 129.007°E,146.27 km (90.89 mi),146.27,90.89,-7.2281 129.0068,-146267,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000ki65,"M 3.7 - Andreanof Islands, Aleutian Islands, Alaska",2023-07-25T08:08:33.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki65,,2023-07-25 07:17:19 UTC,2023-07-25 07:17:19 UTC,51.207°N 179.155°W,27.02 km (16.79 mi),27.02,16.79,51.2068 -179.1554,-27020,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki5v,M 4.3 - El Salvador,2023-07-25T12:34:43.334Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki5v,1,2023-07-25 05:49:31 UTC,2023-07-25 05:49:31 UTC,13.015°N 89.192°W,64.52 km (40.09 mi),64.52,40.09,13.0153 -89.1916,-64517,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000ki5u,M 5.5 - Central Turkey,2023-07-25T13:36:49.099Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki5u,27,2023-07-25 05:44:50 UTC,2023-07-25 05:44:50 UTC,37.583°N 35.957°E,10.00 km (6.21 mi),10.00,6.21,37.5831 35.9568,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000ki5p,M 4.8 - South Sandwich Islands region,2023-07-25T05:28:25.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki5p,,2023-07-25 05:11:28 UTC,2023-07-25 05:11:28 UTC,59.570°S 26.152°W,72.55 km (45.08 mi),72.55,45.08,-59.5698 -26.1521,-72548,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239gq5l0m,"M 2.5 - 27 km SW of Minto, Alaska",2023-07-25T02:44:31.483Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239gq5l0m,,2023-07-25 02:43:03 UTC,2023-07-25 02:43:03 UTC,64.982°N 149.782°W,17.20 km (10.69 mi),17.20,10.69,64.9824 -149.7819,-17200,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:ak:0239gpyrac,M 2.5 - Alaska Peninsula,2023-07-25T02:13:00.204Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239gpyrac,,2023-07-25 02:11:19 UTC,2023-07-25 02:11:19 UTC,57.995°N 155.932°W,5.00 km (3.11 mi),5.00,3.11,57.9953 -155.9319,-5000,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:7000ki52,"M 5.1 - 296 km SSW of Severo-Kuril’sk, Russia",2023-07-25T02:44:35.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki52,,2023-07-25 01:36:43 UTC,2023-07-25 01:36:43 UTC,48.120°N 154.972°E,10.00 km (6.21 mi),10.00,6.21,48.1196 154.972,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000ki3q,"M 5.5 - Timor region, Indonesia",2023-07-25T09:05:51.653Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki3q,2,2023-07-25 00:25:10 UTC,2023-07-25 00:25:10 UTC,9.117°S 123.896°E,88.59 km (55.05 mi),88.59,55.05,-9.117 123.8963,-88592,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000ki4g,"M 3.7 - Fox Islands, Aleutian Islands, Alaska",2023-07-25T03:27:38.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki4g,,2023-07-25 00:18:33 UTC,2023-07-25 00:18:33 UTC,52.468°N 169.875°W,35.00 km (21.75 mi),35.00,21.75,52.4676 -169.8749,-35000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki35,"M 2.8 - 278 km WNW of Bandon, Oregon",2023-07-25T06:05:51.004Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki35,1,2023-07-24 22:24:53 UTC,2023-07-24 22:24:53 UTC,43.662°N 127.770°W,10.00 km (6.21 mi),10.00,6.21,43.6621 -127.7699,-10000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki34,"M 4.3 - 65 km SW of Villa Basilio Nievas, Argentina",2023-07-24T23:05:03.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki34,,2023-07-24 22:08:44 UTC,2023-07-24 22:08:44 UTC,31.916°S 69.280°W,111.33 km (69.18 mi),111.33,69.18,-31.916 -69.2799,-111328,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ci:39621018,"M 2.6 - 9km ESE of Cabazon, CA",2023-07-25T13:17:48.305Z,https://earthquake.usgs.gov/earthquakes/eventpage/ci39621018,7,2023-07-24 20:38:39 UTC,2023-07-24 20:38:39 UTC,33.895°N 116.690°W,14.20 km (8.82 mi),14.20,8.82,33.895 -116.6895,-14200,Past Day,Magnitude 2,Weak,None,ci,ci
urn:earthquake-usgs-gov:us:7000ki2c,"M 4.4 - 84 km E of Falam, Myanmar",2023-07-24T20:43:33.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki2c,,2023-07-24 20:14:30 UTC,2023-07-24 20:14:30 UTC,22.776°N 94.487°E,105.74 km (65.70 mi),105.74,65.70,22.7759 94.4871,-105736,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239fc61gj,"M 2.7 - 15 km ESE of Susitna North, Alaska",2023-07-24T18:48:49.382Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239fc61gj,,2023-07-24 18:47:08 UTC,2023-07-24 18:47:08 UTC,62.122°N 149.571°W,40.50 km (25.17 mi),40.50,25.17,62.1221 -149.5714,-40500,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:se:60538516,"M 2.5 - 5 km SSW of Ladson, South Carolina",2023-07-25T15:24:49.500Z,https://earthquake.usgs.gov/earthquakes/eventpage/se60538516,4,2023-07-24 18:45:18 UTC,2023-07-24 18:45:18 UTC,32.941°N 80.145°W,6.05 km (3.76 mi),6.05,3.76,32.941 -80.145,-6050,Past Day,Magnitude 2,Weak,None,se,se
urn:earthquake-usgs-gov:us:7000ki11,"M 3.7 - 83 km SSW of Sand Point, Alaska",2023-07-24T21:00:57.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki11,,2023-07-24 18:44:07 UTC,2023-07-24 18:44:07 UTC,54.661°N 161.061°W,46.90 km (29.14 mi),46.90,29.14,54.6614 -161.0613,-46896,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki0m,"M 4.4 - 102 km SSW of Maitum, Philippines",2023-07-24T17:51:23.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki0m,,2023-07-24 17:26:35 UTC,2023-07-24 17:26:35 UTC,5.239°N 124.026°E,478.53 km (297.34 mi),478.53,297.34,5.239 124.0264,-478530,Past Day,Magnitude 4,Light,None,us,us
