id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:nc:73917006,"M 2.8 - 10 km N of Lake Pillsbury, CA",2023-07-26T15:45:17.383Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73917006,,2023-07-26 15:35:14 UTC,2023-07-26 15:35:14 UTC,39.500°N 122.946°W,4.18 km (2.60 mi),4.18,2.60,39.5003319 -122.9463348,-4180,Past Hour,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:6000kvnt,"M 4.7 - 82 km SSW of Sand Point, Alaska",2023-07-26T15:45:45.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvnt,,2023-07-26 15:29:17 UTC,2023-07-26 15:29:17 UTC,54.652°N 160.986°W,40.22 km (24.99 mi),40.22,24.99,54.6515 -160.9861,-40221,Past Hour,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:6000kvnh,"M 5.0 - 97 km ESE of Sola, Vanuatu",2023-07-26T15:11:05.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvnh,,2023-07-26 14:51:42 UTC,2023-07-26 14:51:42 UTC,14.331°S 168.326°E,10.00 km (6.21 mi),10.00,6.21,-14.3309 168.3261,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvn9,"M 5.0 - 108 km SE of Sola, Vanuatu",2023-07-26T14:19:14.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvn9,,2023-07-26 13:59:57 UTC,2023-07-26 13:59:57 UTC,14.664°S 168.157°E,10.00 km (6.21 mi),10.00,6.21,-14.6644 168.1569,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvmw,"M 5.2 - 110 km E of Port-Olry, Vanuatu",2023-07-26T13:18:32.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmw,,2023-07-26 13:02:50 UTC,2023-07-26 13:02:50 UTC,14.853°S 168.086°E,10.00 km (6.21 mi),10.00,6.21,-14.8533 168.0858,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:6000kvmq,"M 6.4 - 95 km ENE of Port-Olry, Vanuatu",2023-07-26T14:51:56.304Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmq,3,2023-07-26 12:44:35 UTC,2023-07-26 12:44:35 UTC,14.757°S 167.911°E,10.00 km (6.21 mi),10.00,6.21,-14.7574 167.9113,-10000,Past Day,Magnitude 6,Strong,Light,us,us
urn:earthquake-usgs-gov:us:6000kvmm,M 3.9 - off the coast of Oregon,2023-07-26T12:39:57.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmm,,2023-07-26 12:20:23 UTC,2023-07-26 12:20:23 UTC,44.022°N 128.548°W,10.00 km (6.21 mi),10.00,6.21,44.0218 -128.5478,-10000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:6000kvmh,"M 4.3 - 27 km SE of Madang, Papua New Guinea",2023-07-26T12:23:06.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmh,,2023-07-26 12:04:39 UTC,2023-07-26 12:04:39 UTC,5.397°S 145.968°E,74.83 km (46.50 mi),74.83,46.50,-5.3967 145.9676,-74831,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:6000kvm9,"M 2.7 - 63 km NNE of Van Horn, Texas",2023-07-26T11:15:42.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvm9,,2023-07-26 11:06:12 UTC,2023-07-26 11:06:12 UTC,31.568°N 104.577°W,5.00 km (3.11 mi),5.00,3.11,31.5678 -104.5765,-5000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:us:6000kvm4,M 5.3 - South Sandwich Islands region,2023-07-26T11:02:01.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvm4,,2023-07-26 10:40:01 UTC,2023-07-26 10:40:01 UTC,57.981°S 23.969°W,10.00 km (6.21 mi),10.00,6.21,-57.9809 -23.9688,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
