id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:nc:73916121,"M 3.1 - 9 km W of Rio Dell, CA",2023-07-24T11:33:22.433Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916121,21,2023-07-24 10:47:11 UTC,2023-07-24 10:47:11 UTC,40.493°N 124.209°W,20.98 km (13.04 mi),20.98,13.04,40.4925003 -124.2093353,-20980,Past Hour,Magnitude 3,Weak,None,nc,nc
urn:earthquake-usgs-gov:pr:71419138,M 2.7 - Puerto Rico region,2023-07-24T09:47:13.710Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419138,,2023-07-24 09:35:46 UTC,2023-07-24 09:35:46 UTC,17.987°N 66.825°W,12.29 km (7.64 mi),12.29,7.64,17.9873333333333 -66.8253333333333,-12290,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:pr:71419128,"M 3.3 - Mona Passage, Puerto Rico",2023-07-24T08:47:11.970Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419128,,2023-07-24 08:32:08 UTC,2023-07-24 08:32:08 UTC,18.134°N 67.797°W,135.65 km (84.29 mi),135.65,84.29,18.134 -67.7973333333333,-135650,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khxt,"M 4.9 - 29 km ENE of Machalí, Chile",2023-07-24T08:52:59.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khxt,,2023-07-24 08:24:06 UTC,2023-07-24 08:24:06 UTC,34.046°S 70.369°W,3.30 km (2.05 mi),3.30,2.05,-34.0455 -70.3686,-3300,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ci:39620202,"M 3.1 - 12 km W of Delta, B.C., MX",2023-07-24T07:42:00.810Z,https://earthquake.usgs.gov/earthquakes/eventpage/ci39620202,,2023-07-24 07:31:02 UTC,2023-07-24 07:31:02 UTC,32.335°N 115.313°W,10.85 km (6.74 mi),10.85,6.74,32.3349991 -115.3133316,-10850,Past Day,Magnitude 3,Weak,None,ci,ci
urn:earthquake-usgs-gov:us:7000khx4,M 3.1 - South Island of New Zealand,2023-07-24T07:11:31.187Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khx4,4,2023-07-24 05:43:12 UTC,2023-07-24 05:43:12 UTC,43.644°S 172.423°E,13.54 km (8.41 mi),13.54,8.41,-43.644 172.4229,-13542,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:pr:71419113,"M 3.0 - 47 km NW of San Antonio, Puerto Rico",2023-07-24T05:45:53.770Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419113,,2023-07-24 05:30:26 UTC,2023-07-24 05:30:26 UTC,18.818°N 67.384°W,6.98 km (4.34 mi),6.98,4.34,18.8183333333333 -67.3843333333333,-6980,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khx0,M 5.0 - south of the Fiji Islands,2023-07-24T05:23:01.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khx0,,2023-07-24 05:02:47 UTC,2023-07-24 05:02:47 UTC,24.228°S 178.785°E,551.46 km (342.66 mi),551.46,342.66,-24.2282 178.7846,-551457,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000khwz,M 5.0 - south of the Fiji Islands,2023-07-24T05:18:57.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khwz,,2023-07-24 05:01:40 UTC,2023-07-24 05:01:40 UTC,24.158°S 178.738°E,550.92 km (342.33 mi),550.92,342.33,-24.1578 178.7375,-550920,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:pr:2023205000,"M 3.9 - 117 km NNE of Cruz Bay, U.S. Virgin Islands",2023-07-24T06:08:15.180Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023205000,,2023-07-24 04:55:11 UTC,2023-07-24 04:55:11 UTC,19.286°N 64.314°W,7.00 km (4.35 mi),7.00,4.35,19.2855 -64.3143,-7000,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:nc:73916041,"M 2.6 - 11 km ESE of Alum Rock, CA",2023-07-24T06:41:18.636Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916041,11,2023-07-24 04:35:00 UTC,2023-07-24 04:35:00 UTC,37.347°N 121.708°W,7.43 km (4.62 mi),7.43,4.62,37.3470001 -121.7076645,-7430,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:nc:73916011,"M 3.0 - 10 km E of Alum Rock, CA",2023-07-24T09:32:25.960Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916011,,2023-07-24 03:34:43 UTC,2023-07-24 03:34:43 UTC,37.352°N 121.710°W,8.39 km (5.21 mi),8.39,5.21,37.3523333 -121.7098333,-8390,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:7000khx3,M 4.7 - south of the Fiji Islands,2023-07-24T05:46:44.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khx3,,2023-07-24 02:56:28 UTC,2023-07-24 02:56:28 UTC,24.088°S 178.765°E,554.71 km (344.68 mi),554.71,344.68,-24.0884 178.7646,-554705,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khw8,M 6.0 - south of the Fiji Islands,2023-07-24T04:55:38.055Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khw8,,2023-07-24 02:49:58 UTC,2023-07-24 02:49:58 UTC,24.157°S 178.757°E,546.00 km (339.27 mi),546.00,339.27,-24.1571 178.7572,-546000,Past Day,Magnitude 6,Strong,Light,us,us
urn:earthquake-usgs-gov:pr:71419078,"M 2.5 - 14 km SSE of Guánica, Puerto Rico",2023-07-24T02:57:30.060Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419078,,2023-07-24 02:45:12 UTC,2023-07-24 02:45:12 UTC,17.842°N 66.878°W,14.18 km (8.81 mi),14.18,8.81,17.8423333333333 -66.878,-14180,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:pr:71419068,M 2.7 - Mona Passage,2023-07-24T02:58:05.720Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419068,,2023-07-24 02:43:15 UTC,2023-07-24 02:43:15 UTC,18.280°N 67.175°W,106.10 km (65.93 mi),106.10,65.93,18.2801666666667 -67.1753333333333,-106100,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khvz,"M 4.4 - 254 km SSE of Tateyama, Japan",2023-07-24T10:04:16.539Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khvz,2,2023-07-24 01:16:55 UTC,2023-07-24 01:16:55 UTC,32.781°N 140.651°E,55.11 km (34.24 mi),55.11,34.24,32.7813 140.6505,-55109,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:nc:73915921,"M 2.7 - 11 km N of Lake Pillsbury, CA",2023-07-24T01:59:20.907Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73915921,,2023-07-23 23:30:09 UTC,2023-07-23 23:30:09 UTC,39.505°N 122.957°W,24.95 km (15.50 mi),24.95,15.50,39.5048332 -122.956665,-24950,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:nn:00863161,"M 2.6 - 30 km SE of Mina, Nevada",2023-07-24T00:02:38.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863161,,2023-07-23 22:10:40 UTC,2023-07-23 22:10:40 UTC,38.180°N 117.882°W,11.60 km (7.21 mi),11.60,7.21,38.1802 -117.8824,-11600,Past Day,Magnitude 2,Weak,None,nn,nn
urn:earthquake-usgs-gov:nc:73915851,"M 2.6 - 8 km WNW of Cobb, CA",2023-07-24T03:47:59.678Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73915851,1,2023-07-23 22:10:04 UTC,2023-07-23 22:10:04 UTC,38.845°N 122.817°W,1.40 km (0.87 mi),1.40,0.87,38.8448334 -122.8168335,-1400,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:nc:73915856,"M 2.8 - 8 km WNW of Cobb, CA",2023-07-23T23:48:51.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73915856,1,2023-07-23 22:09:48 UTC,2023-07-23 22:09:48 UTC,38.845°N 122.812°W,1.14 km (0.71 mi),1.14,0.71,38.8448334 -122.8123322,-1140,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:ak:0239dqrh8l,"M 2.5 - 72 km W of Akhiok, Alaska",2023-07-23T22:15:12.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239dqrh8l,,2023-07-23 22:05:33 UTC,2023-07-23 22:05:33 UTC,56.923°N 155.365°W,39.60 km (24.61 mi),39.60,24.61,56.9225 -155.3651,-39600,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:ak:0239dpvgzc,"M 2.7 - Kodiak Island region, Alaska",2023-07-23T21:52:10.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239dpvgzc,,2023-07-23 20:56:00 UTC,2023-07-23 20:56:00 UTC,57.460°N 154.948°W,71.10 km (44.18 mi),71.10,44.18,57.4603 -154.9478,-71100,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:7000khv5,M 3.8 - Arizona,2023-07-24T11:22:17.163Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khv5,889,2023-07-23 20:52:06 UTC,2023-07-23 20:52:06 UTC,34.751°N 112.433°W,5.00 km (3.11 mi),5.00,3.11,34.7508 -112.4326,-5000,Past Day,Magnitude 3,Weak,None,us,us
