id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:us:7000khqq,"M 4.4 - Hindu Kush region, Afghanistan",2023-07-23T03:35:09.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khqq,,2023-07-23 03:16:16 UTC,2023-07-23 03:16:16 UTC,36.607°N 71.061°E,170.73 km (106.09 mi),170.73,106.09,36.607 71.0605,-170734,Past Hour,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239dek2ki,"M 3.6 - 84 km SW of Kaktovik, Alaska",2023-07-23T02:45:39.137Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239dek2ki,,2023-07-23 01:55:23 UTC,2023-07-23 01:55:23 UTC,69.622°N 145.241°W,6.60 km (4.10 mi),6.60,4.10,69.6222 -145.2412,-6600,Past Day,Magnitude 3,Weak,None,ak,ak
urn:earthquake-usgs-gov:pr:71418908,M 2.6 - Puerto Rico region,2023-07-23T01:42:30.950Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418908,,2023-07-23 01:32:20 UTC,2023-07-23 01:32:20 UTC,17.935°N 67.114°W,11.77 km (7.31 mi),11.77,7.31,17.9353333333333 -67.1141666666667,-11770,Past Day,Magnitude 2,Weak,None,pr,pr
urn:earthquake-usgs-gov:ak:0239debcf6,M 4.1 - south of Alaska,2023-07-23T01:48:46.052Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239debcf6,,2023-07-23 01:14:16 UTC,2023-07-23 01:14:16 UTC,55.014°N 156.376°W,23.10 km (14.35 mi),23.10,14.35,55.0139 -156.3763,-23100,Past Day,Magnitude 4,Light,None,ak,ak
urn:earthquake-usgs-gov:ak:0239c4120l,M 3.7 - Alaska Peninsula,2023-07-23T00:50:30.372Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239c4120l,,2023-07-22 23:40:28 UTC,2023-07-22 23:40:28 UTC,55.034°N 157.681°W,9.90 km (6.15 mi),9.90,6.15,55.0342 -157.6805,-9900,Past Day,Magnitude 3,Weak,None,ak,ak
urn:earthquake-usgs-gov:tx:2023ogrw,"M 3.3 - 13 km NNW of Snyder, Texas",2023-07-23T02:44:30.960Z,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ogrw,,2023-07-22 21:20:39 UTC,2023-07-22 21:20:39 UTC,32.840°N 100.948°W,4.26 km (2.64 mi),4.26,2.64,32.83996582 -100.947742,-4255.126953,Past Day,Magnitude 3,Weak,None,tx,tx
urn:earthquake-usgs-gov:us:7000khp7,"M 3.9 - Off the coast of Coquimbo, Chile",2023-07-22T23:13:18.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khp7,,2023-07-22 21:04:43 UTC,2023-07-22 21:04:43 UTC,31.916°S 72.783°W,10.00 km (6.21 mi),10.00,6.21,-31.916 -72.7833,-10000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000khny,M 2.6 - western Montana,2023-07-22T23:04:45.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khny,,2023-07-22 20:10:54 UTC,2023-07-22 20:10:54 UTC,45.088°N 112.753°W,10.65 km (6.62 mi),10.65,6.62,45.088 -112.7528,-10649,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:hv:73492917,"M 2.5 - 11 km SE of Fern Forest, Hawaii",2023-07-22T19:37:38.510Z,https://earthquake.usgs.gov/earthquakes/eventpage/hv73492917,,2023-07-22 19:32:07 UTC,2023-07-22 19:32:07 UTC,19.385°N 155.070°W,4.60 km (2.86 mi),4.60,2.86,19.3848323822021 -155.070007324219,-4599.9999046326,Past Day,Magnitude 2,Weak,None,hv,hv
urn:earthquake-usgs-gov:nc:73915561,"M 2.5 - 2 km SSW of Tres Pinos, CA",2023-07-23T00:24:17.458Z,https://earthquake.usgs.gov/earthquakes/eventpage/nc73915561,3,2023-07-22 17:43:54 UTC,2023-07-22 17:43:54 UTC,36.777°N 121.327°W,7.73 km (4.80 mi),7.73,4.80,36.7771667 -121.327,-7730,Past Day,Magnitude 2,Weak,None,nc,nc
urn:earthquake-usgs-gov:us:7000khn7,"M 4.6 - 173 km NE of Lospalos, Timor Leste",2023-07-22T17:06:16.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khn7,,2023-07-22 16:51:48 UTC,2023-07-22 16:51:48 UTC,7.448°S 128.149°E,149.57 km (92.94 mi),149.57,92.94,-7.4475 128.1485,-149568,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khn9,"M 4.5 - 13 km WNW of General MacArthur, Philippines",2023-07-22T17:14:35.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khn9,,2023-07-22 16:28:49 UTC,2023-07-22 16:28:49 UTC,11.306°N 125.427°E,87.84 km (54.58 mi),87.84,54.58,11.3056 125.4268,-87841,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khmu,M 4.7 - South Sandwich Islands region,2023-07-22T15:51:37.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khmu,,2023-07-22 15:03:30 UTC,2023-07-22 15:03:30 UTC,57.942°S 25.376°W,56.33 km (35.00 mi),56.33,35.00,-57.9422 -25.3756,-56326,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:2023203001,"M 3.9 - 152 km NNE of Cruz Bay, U.S. Virgin Islands",2023-07-22T15:56:05.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023203001,,2023-07-22 14:00:43 UTC,2023-07-22 14:00:43 UTC,19.632°N 64.328°W,37.00 km (22.99 mi),37.00,22.99,19.632 -64.3275,-37000,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:pr:2023203000,"M 3.6 - 108 km NNE of San Juan, Puerto Rico",2023-07-22T13:45:42.535Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023203000,,2023-07-22 12:59:39 UTC,2023-07-22 12:59:39 UTC,19.414°N 65.830°W,39.00 km (24.23 mi),39.00,24.23,19.4138 -65.83,-39000,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:ak:0239bxkgil,"M 3.4 - 126 km S of Unalaska, Alaska",2023-07-22T13:22:28.803Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239bxkgil,,2023-07-22 12:55:04 UTC,2023-07-22 12:55:04 UTC,52.744°N 166.757°W,7.90 km (4.91 mi),7.90,4.91,52.7436 -166.7572,-7900,Past Day,Magnitude 3,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:7000khm4,"M 4.9 - 30 km SSE of Saiki, Japan",2023-07-23T02:56:32.852Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khm4,3,2023-07-22 12:14:26 UTC,2023-07-22 12:14:26 UTC,32.682°N 131.975°E,27.10 km (16.84 mi),27.10,16.84,32.6817 131.975,-27103,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:nn:00863089,"M 2.5 - 1 km NNW of Empire, Nevada",2023-07-22T14:34:21.102Z,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863089,,2023-07-22 11:57:41 UTC,2023-07-22 11:57:41 UTC,40.587°N 119.352°W,0.00 km (0.00 mi),0.00,0.00,40.5866 -119.3515,0,Past Day,Magnitude 2,Weak,None,nn,nn
urn:earthquake-usgs-gov:us:7000khly,"M 4.5 - 39 km SE of Malango, Solomon Islands",2023-07-22T13:43:40.663Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khly,1,2023-07-22 11:37:44 UTC,2023-07-22 11:37:44 UTC,9.950°S 159.971°E,16.82 km (10.45 mi),16.82,10.45,-9.9503 159.9707,-16817,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khlf,"M 4.1 - 54 km WSW of Fārsān, Iran",2023-07-22T11:25:50.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khlf,,2023-07-22 10:54:47 UTC,2023-07-22 10:54:47 UTC,31.985°N 50.076°E,10.00 km (6.21 mi),10.00,6.21,31.9847 50.076,-10000,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khlb,M 4.0 - Central Turkey,2023-07-22T11:12:21.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khlb,,2023-07-22 10:37:12 UTC,2023-07-22 10:37:12 UTC,37.863°N 36.236°E,10.00 km (6.21 mi),10.00,6.21,37.8628 36.236,-10000,Past Day,Magnitude 4,Light,None,us,us
