id,title,updated,link_href,num_of_reports,time_utc,time_utc_at_epicenter,location_coordinates,depth_string,depth_km,depth_mi,georss_point,georss_elev,cat_age,cat_mag,cat_mag_shaking,cat_mag_damage,cat_contributor,cat_author
urn:earthquake-usgs-gov:ak:0239gq5l0m,"M 2.5 - 27 km SW of Minto, Alaska",2023-07-25T02:44:31.483Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239gq5l0m,,2023-07-25 02:43:03 UTC,2023-07-25 02:43:03 UTC,64.982°N 149.782°W,17.20 km (10.69 mi),17.20,10.69,64.9824 -149.7819,-17200,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:ak:0239gpyrac,"M 2.5 - 88 km SSE of King Salmon, Alaska",2023-07-25T02:13:00.204Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239gpyrac,,2023-07-25 02:11:19 UTC,2023-07-25 02:11:19 UTC,57.995°N 155.932°W,5.00 km (3.11 mi),5.00,3.11,57.9953 -155.9319,-5000,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:us:7000ki52,"M 5.1 - 296 km SSW of Severo-Kuril’sk, Russia",2023-07-25T02:44:35.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki52,,2023-07-25 01:36:43 UTC,2023-07-25 01:36:43 UTC,48.120°N 154.972°E,10.00 km (6.21 mi),10.00,6.21,48.1196 154.972,-10000,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000ki3q,"M 5.5 - 54 km W of Pante Makasar, Timor Leste",2023-07-25T02:28:13.114Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki3q,1,2023-07-25 00:25:10 UTC,2023-07-25 00:25:10 UTC,9.117°S 123.896°E,88.59 km (55.05 mi),88.59,55.05,-9.117 123.8963,-88592,Past Day,Magnitude 5,Moderate,Very light,us,us
urn:earthquake-usgs-gov:us:7000ki4g,"M 3.7 - 86 km SW of Nikolski, Alaska",2023-07-25T03:27:38.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki4g,,2023-07-25 00:18:33 UTC,2023-07-25 00:18:33 UTC,52.468°N 169.875°W,35.00 km (21.75 mi),35.00,21.75,52.4676 -169.8749,-35000,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki35,"M 2.8 - 278 km WNW of Bandon, Oregon",2023-07-24T22:45:35.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki35,,2023-07-24 22:24:53 UTC,2023-07-24 22:24:53 UTC,43.662°N 127.770°W,10.00 km (6.21 mi),10.00,6.21,43.6621 -127.7699,-10000,Past Day,Magnitude 2,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki34,"M 4.3 - San Juan, Argentina",2023-07-24T23:05:03.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki34,,2023-07-24 22:08:44 UTC,2023-07-24 22:08:44 UTC,31.916°S 69.280°W,111.33 km (69.18 mi),111.33,69.18,-31.916 -69.2799,-111328,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ci:39621018,"M 2.6 - 9km ESE of Cabazon, CA",2023-07-25T03:16:40.356Z,https://earthquake.usgs.gov/earthquakes/eventpage/ci39621018,5,2023-07-24 20:38:39 UTC,2023-07-24 20:38:39 UTC,33.895°N 116.690°W,14.20 km (8.82 mi),14.20,8.82,33.895 -116.6895,-14200,Past Day,Magnitude 2,Weak,None,ci,ci
urn:earthquake-usgs-gov:us:7000ki2c,"M 4.4 - 84 km E of Falam, Myanmar",2023-07-24T20:43:33.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki2c,,2023-07-24 20:14:30 UTC,2023-07-24 20:14:30 UTC,22.776°N 94.487°E,105.74 km (65.70 mi),105.74,65.70,22.7759 94.4871,-105736,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:ak:0239fc61gj,M 2.7 - Central Alaska,2023-07-24T18:48:49.382Z,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239fc61gj,,2023-07-24 18:47:08 UTC,2023-07-24 18:47:08 UTC,62.122°N 149.571°W,40.50 km (25.17 mi),40.50,25.17,62.1221 -149.5714,-40500,Past Day,Magnitude 2,Weak,None,ak,ak
urn:earthquake-usgs-gov:se:60538516,"M 2.5 - 5 km SSW of Ladson, South Carolina",2023-07-25T03:38:42.921Z,https://earthquake.usgs.gov/earthquakes/eventpage/se60538516,196,2023-07-24 18:45:18 UTC,2023-07-24 18:45:18 UTC,32.941°N 80.145°W,6.05 km (3.76 mi),6.05,3.76,32.941 -80.145,-6050,Past Day,Magnitude 2,Weak,None,se,se
urn:earthquake-usgs-gov:us:7000ki11,"M 3.7 - 83 km SSW of Sand Point, Alaska",2023-07-24T21:00:57.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki11,,2023-07-24 18:44:07 UTC,2023-07-24 18:44:07 UTC,54.661°N 161.061°W,46.90 km (29.14 mi),46.90,29.14,54.6614 -161.0613,-46896,Past Day,Magnitude 3,Weak,None,us,us
urn:earthquake-usgs-gov:us:7000ki0m,"M 4.4 - Mindanao, Philippines",2023-07-24T17:51:23.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ki0m,,2023-07-24 17:26:35 UTC,2023-07-24 17:26:35 UTC,5.239°N 124.026°E,478.53 km (297.34 mi),478.53,297.34,5.239 124.0264,-478530,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:us:7000khyv,M 4.5 - south of the Fiji Islands,2023-07-24T14:46:59.040Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khyv,,2023-07-24 13:02:18 UTC,2023-07-24 13:02:18 UTC,24.118°S 178.756°E,565.94 km (351.66 mi),565.94,351.66,-24.1184 178.7558,-565941,Past Day,Magnitude 4,Light,None,us,us
urn:earthquake-usgs-gov:pr:2023205001,M 3.7 - Puerto Rico region,2023-07-24T13:10:05.361Z,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023205001,,2023-07-24 12:40:41 UTC,2023-07-24 12:40:41 UTC,19.677°N 66.067°W,33.00 km (20.51 mi),33.00,20.51,19.6771 -66.0668,-33000,Past Day,Magnitude 3,Weak,None,pr,pr
urn:earthquake-usgs-gov:us:7000khyj,"M 4.5 - 56 km S of Sand Point, Alaska",2023-07-24T16:25:18.890Z,https://earthquake.usgs.gov/earthquakes/eventpage/us7000khyj,2,2023-07-24 12:04:19 UTC,2023-07-24 12:04:19 UTC,54.839°N 160.641°W,42.73 km (26.55 mi),42.73,26.55,54.8386 -160.641,-42729,Past Day,Magnitude 4,Light,None,us,us
